symbol,historical
AMRT.JK,"[{'date': '2024-05-29', 'label': 'May 29, 24', 'adjDividend': 28.68, 'dividend': 28.68, 'recordDate': '2024-05-30', 'paymentDate': '2024-06-12', 'declarationDate': ''}, {'date': '2023-05-29', 'label': 'May 29, 23', 'adjDividend': 24.06, 'dividend': 24.06, 'recordDate': '2023-05-30', 'paymentDate': '2023-06-14', 'declarationDate': ''}, {'date': '2022-06-07', 'label': 'June 07, 22', 'adjDividend': 18.78, 'dividend': 18.78, 'recordDate': '2022-06-08', 'paymentDate': '2022-06-24', 'declarationDate': ''}, {'date': '2021-05-20', 'label': 'May 20, 21', 'adjDividend': 9.3, 'dividend': 9.3, 'recordDate': '2021-05-21', 'paymentDate': '2021-06-04', 'declarationDate': ''}, {'date': '2020-12-14', 'label': 'December 14, 20', 'adjDividend': 6.03, 'dividend': 6.03, 'recordDate': '2020-12-15', 'paymentDate': '2020-12-22', 'declarationDate': ''}, {'date': '2020-05-28', 'label': 'May 28, 20', 'adjDividend': 13.38, 'dividend': 13.38, 'recordDate': '2020-05-29', 'paymentDate': '2020-06-12', 'declarationDate': ''}, {'date': '2019-05-27', 'label': 'May 27, 19', 'adjDividend': 2.64, 'dividend': 2.64, 'recordDate': '2019-05-28', 'paymentDate': '2019-06-18', 'declarationDate': ''}, {'date': '2018-12-04', 'label': 'December 04, 18', 'adjDividend': 3.6, 'dividend': 3.6, 'recordDate': '2018-12-05', 'paymentDate': '2018-12-14', 'declarationDate': ''}, {'date': '2018-06-05', 'label': 'June 05, 18', 'adjDividend': 2.17, 'dividend': 2.17, 'recordDate': '2018-06-07', 'paymentDate': '2018-06-25', 'declarationDate': ''}, {'date': '2017-05-29', 'label': 'May 29, 17', 'adjDividend': 4.35, 'dividend': 4.35, 'recordDate': '2017-05-31', 'paymentDate': '2017-06-19', 'declarationDate': ''}, {'date': '2016-06-06', 'label': 'June 06, 16', 'adjDividend': 4.35, 'dividend': 4.35, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-06-05', 'label': 'June 05, 15', 'adjDividend': 3.85, 'dividend': 3.85, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-08-08', 'label': 'August 08, 14', 'adjDividend': 4.25, 'dividend': 4.25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-06-28', 'label': 'June 28, 13', 'adjDividend': 5.1, 'dividend': 51, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-04', 'label': 'July 04, 12', 'adjDividend': 4.7, 'dividend': 47, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-01-04', 'label': 'January 04, 11', 'adjDividend': 3.5, 'dividend': 35, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-29', 'label': 'June 29, 10', 'adjDividend': 1.35, 'dividend': 13.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-07-17', 'label': 'July 17, 09', 'adjDividend': 0.96, 'dividend': 9.6, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
OASA.JK,[]
AISA.JK,"[{'date': '2014-12-29', 'label': 'December 29, 14', 'adjDividend': 8.5, 'dividend': 8.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-10', 'label': 'July 10, 13', 'adjDividend': 8, 'dividend': 8, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-08-29', 'label': 'August 29, 12', 'adjDividend': 6.5, 'dividend': 6.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
POWR.JK,"[{'date': '2024-06-07', 'label': 'June 07, 24', 'adjDividend': 43.91709, 'dividend': 43.91709, 'recordDate': '2024-06-10', 'paymentDate': '2024-06-25', 'declarationDate': ''}, {'date': '2023-12-08', 'label': 'December 08, 23', 'adjDividend': 29.47084, 'dividend': 29.47084, 'recordDate': '2023-12-11', 'paymentDate': '2023-12-20', 'declarationDate': ''}, {'date': '2023-05-17', 'label': 'May 17, 23', 'adjDividend': 41.68516, 'dividend': 41.68516, 'recordDate': '2023-05-19', 'paymentDate': '2023-06-06', 'declarationDate': ''}, {'date': '2022-12-12', 'label': 'December 12, 22', 'adjDividend': 24.72133, 'dividend': 24.72133, 'recordDate': '2022-12-13', 'paymentDate': '2022-12-21', 'declarationDate': ''}, {'date': '2022-06-27', 'label': 'June 27, 22', 'adjDividend': 40.2805, 'dividend': 40.2805, 'recordDate': '2022-06-28', 'paymentDate': '2022-07-15', 'declarationDate': ''}, {'date': '2021-11-23', 'label': 'November 23, 21', 'adjDividend': 20.72272, 'dividend': 20.72272, 'recordDate': '2021-11-24', 'paymentDate': '2021-12-10', 'declarationDate': ''}, {'date': '2021-06-11', 'label': 'June 11, 21', 'adjDividend': 36.83611, 'dividend': 36.83611, 'recordDate': '2021-06-14', 'paymentDate': '2021-06-23', 'declarationDate': ''}, {'date': '2020-12-04', 'label': 'December 04, 20', 'adjDividend': 16.58993, 'dividend': 16.58993, 'recordDate': '2020-12-07', 'paymentDate': '2020-12-18', 'declarationDate': ''}, {'date': '2020-07-28', 'label': 'July 28, 20', 'adjDividend': 41.93394, 'dividend': 41.93394, 'recordDate': '2020-07-29', 'paymentDate': '2020-08-14', 'declarationDate': ''}, {'date': '2019-12-17', 'label': 'December 17, 19', 'adjDividend': 24.88564, 'dividend': 24.88564, 'recordDate': '2019-12-18', 'paymentDate': '2019-12-27', 'declarationDate': ''}, {'date': '2019-04-29', 'label': 'April 29, 19', 'adjDividend': 41.7149, 'dividend': 41.7149, 'recordDate': '2019-04-30', 'paymentDate': '2019-05-22', 'declarationDate': ''}, {'date': '2018-11-01', 'label': 'November 01, 18', 'adjDividend': 23.61045, 'dividend': 23.61045, 'recordDate': '2018-11-05', 'paymentDate': '2018-11-23', 'declarationDate': ''}, {'date': '2018-04-27', 'label': 'April 27, 18', 'adjDividend': 45.98634, 'dividend': 45.98634, 'recordDate': '2018-05-02', 'paymentDate': '2018-05-23', 'declarationDate': ''}, {'date': '2017-11-30', 'label': 'November 30, 17', 'adjDividend': 12.60913, 'dividend': 12.60913, 'recordDate': '2017-12-05', 'paymentDate': '2017-12-13', 'declarationDate': ''}, {'date': '2017-05-19', 'label': 'May 19, 17', 'adjDividend': 46.87371, 'dividend': 46.87371, 'recordDate': '2017-05-23', 'paymentDate': '2017-06-14', 'declarationDate': ''}, {'date': '2016-11-24', 'label': 'November 24, 16', 'adjDividend': 8.37128, 'dividend': 8.37128, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
MARI.JK,"[{'date': '2019-06-28', 'label': 'June 28, 19', 'adjDividend': 1.35, 'dividend': 1.35, 'recordDate': '2019-07-01', 'paymentDate': '2019-07-19', 'declarationDate': ''}, {'date': '2018-07-06', 'label': 'July 06, 18', 'adjDividend': 1.2, 'dividend': 12, 'recordDate': '2018-07-10', 'paymentDate': '2018-08-01', 'declarationDate': ''}, {'date': '2017-05-26', 'label': 'May 26, 17', 'adjDividend': 4.1, 'dividend': 41, 'recordDate': '2017-05-30', 'paymentDate': '2017-06-16', 'declarationDate': ''}, {'date': '2016-05-04', 'label': 'May 04, 16', 'adjDividend': 0.51, 'dividend': 5.1, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
DCII.JK,[]
BISI.JK,"[{'date': '2024-06-05', 'label': 'June 05, 24', 'adjDividend': 80, 'dividend': 80, 'recordDate': '2024-06-06', 'paymentDate': '2024-06-14', 'declarationDate': ''}, {'date': '2023-06-05', 'label': 'June 05, 23', 'adjDividend': 68, 'dividend': 68, 'recordDate': '2023-06-06', 'paymentDate': '2023-06-13', 'declarationDate': ''}, {'date': '2022-06-03', 'label': 'June 03, 22', 'adjDividend': 68, 'dividend': 68, 'recordDate': '2022-06-06', 'paymentDate': '2022-06-14', 'declarationDate': ''}, {'date': '2021-07-02', 'label': 'July 02, 21', 'adjDividend': 38, 'dividend': 38, 'recordDate': '2021-07-05', 'paymentDate': '2021-07-13', 'declarationDate': ''}, {'date': '2020-09-03', 'label': 'September 03, 20', 'adjDividend': 38, 'dividend': 38, 'recordDate': '2020-09-04', 'paymentDate': '2020-09-16', 'declarationDate': ''}, {'date': '2019-06-14', 'label': 'June 14, 19', 'adjDividend': 100, 'dividend': 100, 'recordDate': '2019-06-17', 'paymentDate': '2019-06-24', 'declarationDate': ''}, {'date': '2018-06-07', 'label': 'June 07, 18', 'adjDividend': 100, 'dividend': 100, 'recordDate': '2018-06-20', 'paymentDate': '2018-06-29', 'declarationDate': ''}, {'date': '2017-06-09', 'label': 'June 09, 17', 'adjDividend': 88, 'dividend': 88, 'recordDate': '2017-06-13', 'paymentDate': '2017-06-22', 'declarationDate': ''}, {'date': '2016-06-15', 'label': 'June 15, 16', 'adjDividend': 33, 'dividend': 33, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-06-09', 'label': 'June 09, 15', 'adjDividend': 21, 'dividend': 21, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-07-01', 'label': 'July 01, 14', 'adjDividend': 12, 'dividend': 12, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-01', 'label': 'July 01, 13', 'adjDividend': 10, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-06-19', 'label': 'June 19, 12', 'adjDividend': 10, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-06-28', 'label': 'June 28, 11', 'adjDividend': 10, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
PNBS.JK,[]
PTPS.JK,"[{'date': '2024-06-27', 'label': 'June 27, 24', 'adjDividend': 2.2, 'dividend': 2.2, 'recordDate': '2024-06-28', 'paymentDate': '2024-07-10', 'declarationDate': ''}, {'date': '2023-12-18', 'label': 'December 18, 23', 'adjDividend': 1.2, 'dividend': 1.2, 'recordDate': '2023-12-19', 'paymentDate': '2023-12-29', 'declarationDate': ''}]"
BBRM.JK,"[{'date': '2019-05-08', 'label': 'May 08, 19', 'adjDividend': 45.61, 'dividend': 13.5141, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
INDY.JK,"[{'date': '2024-05-17', 'label': 'May 17, 24', 'adjDividend': 92.13308, 'dividend': 92.13308, 'recordDate': '2024-05-20', 'paymentDate': '2024-06-05', 'declarationDate': ''}, {'date': '2023-05-05', 'label': 'May 05, 23', 'adjDividend': 208, 'dividend': 208, 'recordDate': '2023-05-08', 'paymentDate': '2023-05-17', 'declarationDate': ''}, {'date': '2022-08-16', 'label': 'August 16, 22', 'adjDividend': 114.46382, 'dividend': 114.46382, 'recordDate': '2022-08-18', 'paymentDate': '2022-08-30', 'declarationDate': ''}, {'date': '2020-05-04', 'label': 'May 04, 20', 'adjDividend': 89.63393, 'dividend': 89.6339, 'recordDate': '2020-05-05', 'paymentDate': '2020-05-20', 'declarationDate': ''}, {'date': '2019-05-07', 'label': 'May 07, 19', 'adjDividend': 108.66394, 'dividend': 108.664, 'recordDate': '2019-05-08', 'paymentDate': '2019-05-29', 'declarationDate': ''}, {'date': '2018-12-12', 'label': 'December 12, 18', 'adjDividend': 54.43, 'dividend': 54.43, 'recordDate': '2018-12-13', 'paymentDate': '2018-12-28', 'declarationDate': ''}, {'date': '2018-05-07', 'label': 'May 07, 18', 'adjDividend': 108.05, 'dividend': 108.05, 'recordDate': '2018-05-09', 'paymentDate': '2018-05-30', 'declarationDate': ''}, {'date': '2013-07-15', 'label': 'July 15, 13', 'adjDividend': 36.61, 'dividend': 36.61, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-10', 'label': 'July 10, 12', 'adjDividend': 60, 'dividend': 60, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-13', 'label': 'July 13, 11', 'adjDividend': 26, 'dividend': 26, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-11-11', 'label': 'November 11, 10', 'adjDividend': 48, 'dividend': 48, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-09', 'label': 'June 09, 10', 'adjDividend': 69.68, 'dividend': 69.68, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-06-18', 'label': 'June 18, 09', 'adjDividend': 84, 'dividend': 84, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
MARK.JK,"[{'date': '2024-08-16', 'label': 'August 16, 24', 'adjDividend': 20, 'dividend': 20, 'recordDate': '2024-08-19', 'paymentDate': '2024-09-06', 'declarationDate': ''}, {'date': '2024-05-28', 'label': 'May 28, 24', 'adjDividend': 30, 'dividend': 30, 'recordDate': '2024-05-29', 'paymentDate': '2024-06-14', 'declarationDate': ''}, {'date': '2023-10-31', 'label': 'October 31, 23', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2023-11-01', 'paymentDate': '2023-11-17', 'declarationDate': ''}, {'date': '2023-06-12', 'label': 'June 12, 23', 'adjDividend': 35, 'dividend': 35, 'recordDate': '2023-06-13', 'paymentDate': '2023-06-27', 'declarationDate': ''}, {'date': '2022-06-09', 'label': 'June 09, 22', 'adjDividend': 50, 'dividend': 50, 'recordDate': '2022-06-10', 'paymentDate': '2022-07-01', 'declarationDate': ''}, {'date': '2021-06-09', 'label': 'June 09, 21', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2021-06-10', 'paymentDate': '2021-07-02', 'declarationDate': ''}, {'date': '2020-08-25', 'label': 'August 25, 20', 'adjDividend': 7, 'dividend': 7, 'recordDate': '2020-08-26', 'paymentDate': '2020-09-11', 'declarationDate': ''}, {'date': '2019-05-23', 'label': 'May 23, 19', 'adjDividend': 7, 'dividend': 7, 'recordDate': '2019-05-24', 'paymentDate': '2019-06-14', 'declarationDate': ''}, {'date': '2018-05-09', 'label': 'May 09, 18', 'adjDividend': 3, 'dividend': 15, 'recordDate': '2018-05-14', 'paymentDate': '2018-05-31', 'declarationDate': ''}]"
GEMS.JK,"[{'date': '2024-09-03', 'label': 'September 03, 24', 'adjDividend': 397.26999, 'dividend': 397.26999, 'recordDate': '2024-09-04', 'paymentDate': '2024-09-13', 'declarationDate': ''}, {'date': '2024-06-11', 'label': 'June 11, 24', 'adjDividend': 410.42001, 'dividend': 410.42001, 'recordDate': '2024-06-12', 'paymentDate': '2024-06-25', 'declarationDate': ''}, {'date': '2024-05-29', 'label': 'May 29, 24', 'adjDividend': 232.21001, 'dividend': 232.21001, 'recordDate': '2024-05-30', 'paymentDate': '2024-06-07', 'declarationDate': ''}, {'date': '2023-12-14', 'label': 'December 14, 23', 'adjDividend': 237.52, 'dividend': 237.52, 'recordDate': '2023-12-15', 'paymentDate': '2023-12-22', 'declarationDate': ''}, {'date': '2023-09-01', 'label': 'September 01, 23', 'adjDividend': 846.92999, 'dividend': 846.92999, 'recordDate': '2023-09-04', 'paymentDate': '2023-09-12', 'declarationDate': ''}, {'date': '2022-11-08', 'label': 'November 08, 22', 'adjDividend': 265.13001, 'dividend': 265.13, 'recordDate': '2022-11-09', 'paymentDate': '2022-11-17', 'declarationDate': ''}, {'date': '2022-09-12', 'label': 'September 12, 22', 'adjDividend': 505.75, 'dividend': 505.75, 'recordDate': '2022-09-13', 'paymentDate': '2022-09-21', 'declarationDate': ''}, {'date': '2022-06-10', 'label': 'June 10, 22', 'adjDividend': 297.39002, 'dividend': 297.39002, 'recordDate': '2022-06-07', 'paymentDate': '2022-06-15', 'declarationDate': ''}, {'date': '2022-06-06', 'label': 'June 06, 22', 'adjDividend': 62.3, 'dividend': 62.3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2022-01-07', 'label': 'January 07, 22', 'adjDividend': 265.89999, 'dividend': 265.9, 'recordDate': '2022-01-10', 'paymentDate': '2022-01-18', 'declarationDate': ''}, {'date': '2021-11-25', 'label': 'November 25, 21', 'adjDividend': 145.28, 'dividend': 145.28, 'recordDate': '2021-11-26', 'paymentDate': '2021-12-07', 'declarationDate': ''}, {'date': '2021-08-18', 'label': 'August 18, 21', 'adjDividend': 146.28999, 'dividend': 146.29, 'recordDate': '2021-08-19', 'paymentDate': '2021-08-31', 'declarationDate': ''}, {'date': '2021-05-20', 'label': 'May 20, 21', 'adjDividend': 184, 'dividend': 184, 'recordDate': '2021-05-21', 'paymentDate': '2021-05-28', 'declarationDate': ''}, {'date': '2021-04-26', 'label': 'April 26, 21', 'adjDividend': 186.05, 'dividend': 186.05, 'recordDate': '2021-04-27', 'paymentDate': '2021-05-04', 'declarationDate': ''}, {'date': '2021-01-06', 'label': 'January 06, 21', 'adjDividend': 72.84, 'dividend': 72.84, 'recordDate': '2021-01-07', 'paymentDate': '2021-01-15', 'declarationDate': ''}, {'date': '2020-12-14', 'label': 'December 14, 20', 'adjDividend': 48.2, 'dividend': 48.2, 'recordDate': '2020-12-15', 'paymentDate': '2020-12-22', 'declarationDate': ''}, {'date': '2020-08-26', 'label': 'August 26, 20', 'adjDividend': 132.60001, 'dividend': 132.6, 'recordDate': '2020-08-27', 'paymentDate': '2020-09-02', 'declarationDate': ''}, {'date': '2019-07-09', 'label': 'July 09, 19', 'adjDividend': 55.4, 'dividend': 55.4, 'recordDate': '2019-07-10', 'paymentDate': '2019-07-19', 'declarationDate': ''}, {'date': '2019-01-02', 'label': 'January 02, 19', 'adjDividend': 37.03, 'dividend': 37.03, 'recordDate': '2019-01-03', 'paymentDate': '2019-01-10', 'declarationDate': ''}, {'date': '2018-05-22', 'label': 'May 22, 18', 'adjDividend': 47.8, 'dividend': 47.8, 'recordDate': '2018-05-24', 'paymentDate': '2018-05-31', 'declarationDate': ''}, {'date': '2018-05-14', 'label': 'May 14, 18', 'adjDividend': 94.76, 'dividend': 94.76, 'recordDate': '2018-05-16', 'paymentDate': '2018-05-22', 'declarationDate': ''}, {'date': '2017-12-27', 'label': 'December 27, 17', 'adjDividend': 138.44, 'dividend': 138.44, 'recordDate': '2017-12-29', 'paymentDate': '2018-01-12', 'declarationDate': ''}, {'date': '2017-08-08', 'label': 'August 08, 17', 'adjDividend': 33.973, 'dividend': 33.973, 'recordDate': '2017-08-10', 'paymentDate': '2017-08-16', 'declarationDate': ''}, {'date': '2017-06-07', 'label': 'June 07, 17', 'adjDividend': 33.9, 'dividend': 33.9, 'recordDate': '2017-06-09', 'paymentDate': '2017-06-20', 'declarationDate': ''}, {'date': '2016-11-21', 'label': 'November 21, 16', 'adjDividend': 29.5, 'dividend': 29.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2016-07-27', 'label': 'July 27, 16', 'adjDividend': 6.805, 'dividend': 6.805, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-06-29', 'label': 'June 29, 15', 'adjDividend': 3.4, 'dividend': 3.4, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-04-14', 'label': 'April 14, 15', 'adjDividend': 3.36, 'dividend': 3.36, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-05-30', 'label': 'May 30, 13', 'adjDividend': 31.5, 'dividend': 31.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-12-07', 'label': 'December 07, 12', 'adjDividend': 17.5, 'dividend': 17.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-23', 'label': 'July 23, 12', 'adjDividend': 5.75, 'dividend': 5.75, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
MEDC.JK,"[{'date': '2024-06-10', 'label': 'June 10, 24', 'adjDividend': 29.322, 'dividend': 29.322, 'recordDate': '2024-06-11', 'paymentDate': '2024-06-28', 'declarationDate': ''}, {'date': '2023-11-30', 'label': 'November 30, 23', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2023-12-01', 'paymentDate': '2023-12-15', 'declarationDate': ''}, {'date': '2023-06-13', 'label': 'June 13, 23', 'adjDividend': 23.7888, 'dividend': 23.7888, 'recordDate': '2023-06-14', 'paymentDate': '2023-07-03', 'declarationDate': ''}, {'date': '2022-08-19', 'label': 'August 19, 22', 'adjDividend': 14.858, 'dividend': 14.858, 'recordDate': '2022-08-22', 'paymentDate': '2022-09-08', 'declarationDate': ''}, {'date': '2022-08-05', 'label': 'August 05, 22', 'adjDividend': 20.8656, 'dividend': 20.8656, 'recordDate': '2022-08-08', 'paymentDate': '2022-08-26', 'declarationDate': ''}, {'date': '2015-04-28', 'label': 'April 28, 15', 'adjDividend': 0.00023, 'dividend': 0.0009, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-05-28', 'label': 'May 28, 14', 'adjDividend': 0.000288, 'dividend': 0.0012, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-05-21', 'label': 'May 21, 13', 'adjDividend': 0.00021, 'dividend': 0.0008, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-06-04', 'label': 'June 04, 12', 'adjDividend': 0.001459, 'dividend': 0.0058, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-06-14', 'label': 'June 14, 11', 'adjDividend': 0.002857, 'dividend': 0.0114, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-22', 'label': 'June 22, 10', 'adjDividend': 0.000549, 'dividend': 0.0022, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-08-04', 'label': 'August 04, 09', 'adjDividend': 0.002857, 'dividend': 0.0114, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-06-20', 'label': 'June 20, 07', 'adjDividend': 0.001086, 'dividend': 0.0043, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-05-30', 'label': 'May 30, 06', 'adjDividend': 0.002133, 'dividend': 0.0085, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-07-01', 'label': 'July 01, 05', 'adjDividend': 0.002, 'dividend': 0.008, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-06-07', 'label': 'June 07, 04', 'adjDividend': 0.001219, 'dividend': 0.0049, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-05-23', 'label': 'May 23, 03', 'adjDividend': 21.14286, 'dividend': 84.5714, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2002-05-27', 'label': 'May 27, 02', 'adjDividend': 20.95238, 'dividend': 83.8095, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2001-07-31', 'label': 'July 31, 01', 'adjDividend': 16.19048, 'dividend': 64.7619, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2000-07-17', 'label': 'July 17, 00', 'adjDividend': 2.28572, 'dividend': 9.1429, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
ADHI.JK,"[{'date': '2020-06-15', 'label': 'June 15, 20', 'adjDividend': 17.0694, 'dividend': 18.6418, 'recordDate': '2020-06-16', 'paymentDate': '2020-07-08', 'declarationDate': ''}, {'date': '2019-05-20', 'label': 'May 20, 19', 'adjDividend': 33.12835, 'dividend': 36.1801, 'recordDate': '2019-05-21', 'paymentDate': '2019-06-12', 'declarationDate': ''}, {'date': '2018-04-23', 'label': 'April 23, 18', 'adjDividend': 26.50722, 'dividend': 28.949, 'recordDate': '2018-04-25', 'paymentDate': '2018-05-17', 'declarationDate': ''}, {'date': '2017-03-20', 'label': 'March 20, 17', 'adjDividend': 24.18054, 'dividend': 26.408, 'recordDate': '2017-03-22', 'paymentDate': '2017-04-13', 'declarationDate': ''}, {'date': '2016-04-18', 'label': 'April 18, 16', 'adjDividend': 24.01389, 'dividend': 26.226, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-03-30', 'label': 'March 30, 15', 'adjDividend': 27.95441, 'dividend': 27.95441, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-04-08', 'label': 'April 08, 14', 'adjDividend': 52.52869, 'dividend': 52.52869, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-05-14', 'label': 'May 14, 13', 'adjDividend': 18.25171, 'dividend': 18.25171, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-06-06', 'label': 'June 06, 12', 'adjDividend': 23.56338, 'dividend': 23.56338, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-05', 'label': 'July 05, 11', 'adjDividend': 25.1322, 'dividend': 25.1322, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-07-01', 'label': 'July 01, 10', 'adjDividend': 21.95504, 'dividend': 21.95504, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-07-03', 'label': 'July 03, 09', 'adjDividend': 9.00427, 'dividend': 9.00427, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-07-11', 'label': 'July 11, 08', 'adjDividend': 11.48103, 'dividend': 11.48103, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-07-18', 'label': 'July 18, 07', 'adjDividend': 8.24291, 'dividend': 8.24291, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-07-21', 'label': 'July 21, 06', 'adjDividend': 10.08416, 'dividend': 10.08416, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-06-20', 'label': 'June 20, 05', 'adjDividend': 15.19616, 'dividend': 15.19616, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-07-08', 'label': 'July 08, 04', 'adjDividend': 9.55587, 'dividend': 9.55587, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
